Date,Open,High,Low,Close,Adj Close,Volume
2016-07-20,1.700000,1.700000,1.680000,1.680000,1.500829,1555700
2016-07-21,1.690000,1.700000,1.670000,1.680000,1.500829,2018300
2016-07-22,1.670000,1.700000,1.660000,1.690000,1.509762,3582100
2016-07-25,1.690000,1.710000,1.680000,1.700000,1.518695,2244000
2016-07-26,1.700000,1.700000,1.680000,1.700000,1.518695,4560800
2016-07-27,1.690000,1.700000,1.680000,1.690000,1.509762,1644800
2016-07-28,1.690000,1.700000,1.680000,1.680000,1.500829,2236900
2016-07-29,1.690000,1.700000,1.670000,1.670000,1.491895,5243800
2016-08-01,1.680000,1.720000,1.680000,1.700000,1.518695,4370500
2016-08-02,1.700000,1.700000,1.670000,1.670000,1.491895,2109200
2016-08-03,1.670000,1.710000,1.660000,1.710000,1.527629,3294400
2016-08-04,1.710000,1.720000,1.690000,1.720000,1.536563,1141500
2016-08-05,1.700000,1.740000,1.690000,1.740000,1.554430,876200
2016-08-08,1.740000,1.740000,1.690000,1.700000,1.518695,622000
2016-08-09,1.710000,1.710000,1.690000,1.690000,1.509762,2404600
2016-08-10,1.690000,1.700000,1.680000,1.680000,1.500829,3303000
2016-08-11,1.680000,1.690000,1.660000,1.680000,1.500829,3108900
2016-08-12,1.680000,1.730000,1.660000,1.690000,1.509762,4233800
2016-08-15,1.690000,1.750000,1.690000,1.750000,1.563363,2336200
2016-08-16,1.750000,1.790000,1.720000,1.750000,1.563363,4731500
2016-08-17,1.740000,1.770000,1.720000,1.770000,1.581230,4321700
2016-08-18,1.750000,1.750000,1.740000,1.750000,1.563363,1773400
2016-08-19,1.740000,1.750000,1.730000,1.730000,1.545496,2985200
2016-08-22,1.740000,1.790000,1.730000,1.790000,1.599097,2680300
2016-08-23,1.790000,1.790000,1.770000,1.790000,1.599097,2760600
2016-08-24,1.790000,1.790000,1.740000,1.750000,1.563363,2920700
2016-08-25,1.720000,1.780000,1.700000,1.750000,1.570633,3749800
2016-08-26,1.720000,1.780000,1.720000,1.780000,1.597558,929000
2016-08-29,1.780000,1.780000,1.750000,1.760000,1.579608,2479700
2016-08-30,1.750000,1.760000,1.710000,1.720000,1.543708,1870800
2016-09-01,1.720000,1.720000,1.680000,1.690000,1.516783,1853600
2016-09-02,1.700000,1.710000,1.690000,1.700000,1.525758,489500
2016-09-05,1.700000,1.710000,1.670000,1.680000,1.507807,2607200
2016-09-06,1.690000,1.740000,1.690000,1.740000,1.561658,4130600
2016-09-07,1.740000,1.760000,1.710000,1.760000,1.579608,4482900
2016-09-08,1.760000,1.760000,1.730000,1.740000,1.561658,2625000
2016-09-09,1.740000,1.750000,1.730000,1.740000,1.561658,1656100
2016-09-13,1.730000,1.730000,1.710000,1.730000,1.552683,1806800
2016-09-14,1.720000,1.720000,1.680000,1.690000,1.516783,3869000
2016-09-15,1.690000,1.720000,1.690000,1.720000,1.543708,3920300
2016-09-19,1.720000,1.720000,1.700000,1.700000,1.525758,675700
2016-09-20,1.700000,1.720000,1.700000,1.720000,1.543708,228300
2016-09-21,1.700000,1.730000,1.700000,1.730000,1.552683,323800
2016-09-22,1.730000,1.730000,1.700000,1.720000,1.543708,676500
2016-09-23,1.720000,1.730000,1.700000,1.730000,1.552683,129200
2016-09-26,1.730000,1.730000,1.710000,1.720000,1.543708,436100
2016-09-27,1.720000,1.730000,1.710000,1.720000,1.543708,2094600
2016-09-28,1.710000,1.730000,1.700000,1.710000,1.534733,1936700
2016-09-29,1.720000,1.760000,1.720000,1.730000,1.552683,4710400
2016-09-30,1.750000,1.750000,1.730000,1.730000,1.552683,3262200
2016-10-04,1.730000,1.740000,1.710000,1.720000,1.543708,3820300
2016-10-05,1.720000,1.720000,1.700000,1.720000,1.543708,3739400
2016-10-06,1.710000,1.760000,1.700000,1.760000,1.579608,6023900
2016-10-07,1.740000,1.770000,1.720000,1.740000,1.561658,4790900
2016-10-10,1.730000,1.730000,1.700000,1.710000,1.534733,3047000
2016-10-11,1.710000,1.770000,1.710000,1.760000,1.579608,10964700
2016-10-12,1.740000,1.750000,1.710000,1.720000,1.543708,8932700
2016-10-13,1.720000,1.720000,1.710000,1.720000,1.543708,8516700
2016-10-14,1.710000,1.730000,1.710000,1.720000,1.543708,2447200
2016-10-17,1.720000,1.750000,1.720000,1.750000,1.570633,6385600
2016-10-18,1.730000,1.750000,1.720000,1.720000,1.543708,11000800
2016-10-19,1.720000,1.750000,1.710000,1.730000,1.552683,8516800
2016-10-20,1.720000,1.720000,1.710000,1.720000,1.543708,3801900
2016-10-21,1.720000,1.740000,1.710000,1.720000,1.543708,2632200
2016-10-24,1.720000,1.730000,1.710000,1.720000,1.543708,4662800
2016-10-25,1.730000,1.740000,1.720000,1.740000,1.561658,3266500
2016-10-26,1.740000,1.750000,1.720000,1.750000,1.570633,5531500
2016-10-27,1.750000,1.770000,1.740000,1.770000,1.588583,2250100
2016-10-28,1.760000,1.780000,1.750000,1.780000,1.597558,1630400
2016-10-31,1.780000,1.840000,1.760000,1.840000,1.651408,3345100
2016-11-01,1.800000,1.800000,1.750000,1.760000,1.579608,1807400
2016-11-02,1.760000,1.770000,1.750000,1.770000,1.588583,319300
2016-11-03,1.760000,1.770000,1.750000,1.770000,1.588583,1290100
2016-11-04,1.780000,1.780000,1.760000,1.770000,1.588583,791700
2016-11-07,1.780000,1.820000,1.770000,1.820000,1.633458,3238800
2016-11-08,1.810000,1.810000,1.780000,1.800000,1.615508,820400
2016-11-09,1.780000,1.800000,1.760000,1.800000,1.615508,414600
2016-11-10,1.770000,1.770000,1.720000,1.750000,1.574482,1819500
2016-11-11,1.740000,1.740000,1.690000,1.700000,1.529497,7292500
2016-11-14,1.700000,1.700000,1.670000,1.680000,1.511502,4298200
2016-11-15,1.680000,1.700000,1.670000,1.700000,1.529497,8820900
2016-11-16,1.700000,1.700000,1.680000,1.690000,1.520499,10633400
2016-11-17,1.690000,1.700000,1.670000,1.670000,1.502505,9090000
2016-11-18,1.670000,1.680000,1.660000,1.670000,1.502505,1714900
2016-11-21,1.670000,1.670000,1.630000,1.630000,1.466517,1609500
2016-11-22,1.650000,1.670000,1.640000,1.670000,1.502505,3923500
2016-11-23,1.670000,1.700000,1.650000,1.700000,1.529497,4894200
2016-11-24,1.690000,1.690000,1.640000,1.640000,1.475514,1022600
2016-11-25,1.650000,1.660000,1.650000,1.660000,1.493508,193900
2016-11-28,1.650000,1.670000,1.640000,1.660000,1.493508,1071700
2016-11-29,1.660000,1.680000,1.650000,1.670000,1.502505,3123800
2016-11-30,1.670000,1.740000,1.670000,1.740000,1.565485,1602200
2016-12-01,1.720000,1.750000,1.700000,1.750000,1.574482,1275700
2016-12-02,1.730000,1.740000,1.710000,1.720000,1.547490,3986800
2016-12-05,1.720000,1.720000,1.680000,1.720000,1.547490,3302200
2016-12-06,1.710000,1.730000,1.710000,1.720000,1.547490,3799300
2016-12-07,1.720000,1.720000,1.680000,1.700000,1.529497,1713900
2016-12-08,1.700000,1.710000,1.680000,1.700000,1.529497,2612900
2016-12-09,1.700000,1.700000,1.680000,1.690000,1.520499,961900
2016-12-13,1.680000,1.700000,1.680000,1.680000,1.511502,484300
2016-12-14,1.680000,1.700000,1.670000,1.670000,1.502505,3064000
2016-12-15,1.670000,1.690000,1.660000,1.660000,1.493508,3560700
2016-12-16,1.670000,1.690000,1.660000,1.680000,1.511502,5272400
2016-12-19,1.670000,1.690000,1.670000,1.680000,1.511502,7529300
2016-12-20,1.680000,1.690000,1.670000,1.680000,1.511502,3681900
2016-12-21,1.690000,1.700000,1.680000,1.690000,1.520499,5900100
2016-12-22,1.700000,1.700000,1.680000,1.680000,1.511502,2214300
2016-12-23,1.680000,1.680000,1.650000,1.650000,1.484511,2011600
2016-12-27,1.670000,1.710000,1.670000,1.710000,1.538494,3102000
2016-12-28,1.710000,1.730000,1.700000,1.710000,1.538494,9005800
2016-12-29,1.710000,1.710000,1.700000,1.710000,1.538494,1945900
2016-12-30,1.720000,1.740000,1.710000,1.720000,1.547490,3350800
2017-01-02,1.720000,1.720000,1.720000,1.720000,1.547490,0
2017-01-03,1.730000,1.730000,1.690000,1.710000,1.538494,4959500
2017-01-04,1.710000,1.720000,1.700000,1.710000,1.538494,8203100
2017-01-05,1.720000,1.720000,1.690000,1.700000,1.529497,2287500
2017-01-06,1.700000,1.710000,1.690000,1.700000,1.529497,3861400
2017-01-09,1.700000,1.710000,1.690000,1.690000,1.520499,4327900
2017-01-10,1.700000,1.710000,1.690000,1.710000,1.538494,5503700
2017-01-11,1.710000,1.730000,1.700000,1.730000,1.556487,3763700
2017-01-12,1.730000,1.730000,1.720000,1.720000,1.547490,1761600
2017-01-13,1.730000,1.730000,1.720000,1.730000,1.556487,394000
2017-01-16,1.730000,1.740000,1.720000,1.740000,1.565485,236900
2017-01-17,1.730000,1.780000,1.720000,1.780000,1.601473,4972100
2017-01-18,1.750000,1.770000,1.750000,1.760000,1.583479,265300
2017-01-19,1.750000,1.780000,1.750000,1.780000,1.601473,2462200
2017-01-20,1.760000,1.780000,1.750000,1.750000,1.574482,268800
2017-01-23,1.750000,1.770000,1.750000,1.760000,1.583479,322900
2017-01-24,1.760000,1.780000,1.760000,1.770000,1.592476,7290100
2017-01-25,1.770000,1.770000,1.750000,1.750000,1.574482,1617600
2017-01-26,1.760000,1.800000,1.750000,1.800000,1.619467,4446400
2017-01-27,1.800000,1.810000,1.780000,1.800000,1.619467,3788500
2017-01-31,1.770000,1.790000,1.770000,1.780000,1.601473,1704100
2017-02-02,1.780000,1.800000,1.770000,1.790000,1.610470,2889600
2017-02-03,1.780000,1.790000,1.760000,1.770000,1.592476,333000
2017-02-06,1.770000,1.790000,1.760000,1.770000,1.592476,2604600
2017-02-07,1.770000,1.770000,1.740000,1.770000,1.592476,3475200
2017-02-08,1.770000,1.770000,1.750000,1.750000,1.574482,1508700
2017-02-10,1.750000,1.770000,1.740000,1.770000,1.592476,1704600
2017-02-13,1.760000,1.770000,1.750000,1.770000,1.592476,1457500
2017-02-14,1.760000,1.770000,1.760000,1.770000,1.592476,3090600
2017-02-15,1.770000,1.770000,1.750000,1.760000,1.583479,2231400
2017-02-16,1.770000,1.780000,1.770000,1.780000,1.601473,1443400
2017-02-17,1.780000,1.790000,1.760000,1.780000,1.601473,2411000
2017-02-20,1.780000,1.780000,1.760000,1.770000,1.592476,2822100
2017-02-21,1.760000,1.760000,1.740000,1.750000,1.574482,2077000
2017-02-22,1.750000,1.750000,1.720000,1.750000,1.574482,4014000
2017-02-23,1.750000,1.770000,1.750000,1.750000,1.574482,8527500
2017-02-24,1.750000,1.760000,1.740000,1.740000,1.565485,660300
2017-02-27,1.730000,1.730000,1.680000,1.690000,1.540688,3060400
2017-02-28,1.710000,1.710000,1.690000,1.700000,1.549804,5559200
2017-03-01,1.700000,1.730000,1.700000,1.710000,1.558921,214400
2017-03-02,1.710000,1.720000,1.700000,1.710000,1.558921,3366400
2017-03-03,1.710000,1.710000,1.680000,1.700000,1.549804,1796700
2017-03-06,1.700000,1.710000,1.690000,1.700000,1.549804,1702400
2017-03-07,1.710000,1.720000,1.710000,1.710000,1.558921,2184900
2017-03-08,1.720000,1.730000,1.710000,1.720000,1.568037,430400
2017-03-09,1.720000,1.720000,1.690000,1.700000,1.549804,467500
2017-03-10,1.700000,1.710000,1.690000,1.700000,1.549804,876900
2017-03-13,1.700000,1.710000,1.690000,1.710000,1.558921,1454500
2017-03-14,1.710000,1.710000,1.700000,1.710000,1.558921,362800
2017-03-15,1.700000,1.710000,1.690000,1.700000,1.549804,1387300
2017-03-16,1.710000,1.720000,1.700000,1.720000,1.568037,2262000
2017-03-17,1.730000,1.750000,1.700000,1.750000,1.595387,1731200
2017-03-20,1.730000,1.750000,1.730000,1.750000,1.595387,675900
2017-03-21,1.750000,1.750000,1.730000,1.740000,1.586270,674600
2017-03-22,1.730000,1.760000,1.720000,1.730000,1.577154,2812300
2017-03-23,1.740000,1.750000,1.740000,1.750000,1.595387,143000
2017-03-24,1.750000,1.750000,1.730000,1.730000,1.577154,838800
2017-03-27,1.740000,1.740000,1.710000,1.710000,1.558921,2098000
2017-03-28,1.720000,1.730000,1.710000,1.720000,1.568037,573400
2017-03-29,1.720000,1.720000,1.710000,1.720000,1.568037,1625400
2017-03-30,1.720000,1.730000,1.710000,1.720000,1.568037,1231800
2017-03-31,1.720000,1.720000,1.710000,1.720000,1.568037,537400
2017-04-03,1.710000,1.720000,1.710000,1.710000,1.558921,208700
2017-04-04,1.720000,1.730000,1.710000,1.710000,1.558921,542100
2017-04-05,1.720000,1.720000,1.710000,1.720000,1.568037,739800
2017-04-06,1.720000,1.720000,1.710000,1.710000,1.558921,769900
2017-04-07,1.710000,1.720000,1.700000,1.710000,1.558921,980400
2017-04-10,1.710000,1.720000,1.710000,1.720000,1.568037,121300
2017-04-11,1.710000,1.720000,1.700000,1.710000,1.558921,409100
2017-04-12,1.710000,1.710000,1.700000,1.700000,1.549804,1101600
2017-04-13,1.710000,1.710000,1.700000,1.700000,1.549804,533300
2017-04-14,1.700000,1.700000,1.690000,1.700000,1.549804,138700
2017-04-17,1.700000,1.700000,1.690000,1.700000,1.549804,228900
2017-04-18,1.700000,1.710000,1.700000,1.700000,1.549804,143600
2017-04-19,1.700000,1.710000,1.690000,1.700000,1.549804,161300
2017-04-20,1.700000,1.710000,1.690000,1.700000,1.549804,1552900
2017-04-21,1.700000,1.700000,1.690000,1.690000,1.540688,210100
2017-04-24,1.690000,1.690000,1.690000,1.690000,1.540688,0
2017-04-25,1.700000,1.720000,1.690000,1.720000,1.568037,794900
2017-04-26,1.700000,1.710000,1.690000,1.700000,1.549804,427500
2017-04-27,1.700000,1.720000,1.690000,1.700000,1.549804,2328800
2017-04-28,1.700000,1.710000,1.690000,1.700000,1.549804,282500
2017-05-02,1.690000,1.700000,1.690000,1.700000,1.549804,654800
2017-05-03,1.700000,1.710000,1.700000,1.710000,1.558921,103000
2017-05-04,1.710000,1.720000,1.700000,1.710000,1.558921,4976300
2017-05-05,1.710000,1.710000,1.700000,1.700000,1.549804,138600
2017-05-08,1.700000,1.720000,1.700000,1.710000,1.558921,410300
2017-05-09,1.720000,1.720000,1.700000,1.720000,1.568037,2174100
2017-05-11,1.720000,1.740000,1.710000,1.720000,1.568037,754200
2017-05-12,1.720000,1.720000,1.710000,1.710000,1.558921,1471900
2017-05-15,1.710000,1.720000,1.710000,1.720000,1.568037,523200
2017-05-16,1.720000,1.720000,1.700000,1.700000,1.549804,1052800
2017-05-17,1.710000,1.730000,1.700000,1.720000,1.568037,862400
2017-05-18,1.700000,1.710000,1.700000,1.700000,1.567115,4702600
2017-05-19,1.700000,1.710000,1.700000,1.700000,1.567115,2415000
2017-05-22,1.700000,1.710000,1.680000,1.700000,1.567115,1792300
2017-05-23,1.700000,1.710000,1.690000,1.700000,1.567115,1511700
2017-05-24,1.700000,1.700000,1.690000,1.700000,1.567115,1747000
2017-05-25,1.700000,1.710000,1.700000,1.710000,1.576334,3836600
2017-05-26,1.700000,1.710000,1.700000,1.710000,1.576334,271000
2017-05-29,1.710000,1.710000,1.690000,1.710000,1.576334,705600
2017-05-31,1.690000,1.700000,1.690000,1.690000,1.557897,853900
2017-06-01,1.700000,1.710000,1.690000,1.700000,1.567115,2466500
2017-06-02,1.700000,1.710000,1.700000,1.710000,1.576334,641900
2017-06-05,1.710000,1.710000,1.700000,1.700000,1.567115,2684000
2017-06-06,1.710000,1.720000,1.700000,1.700000,1.567115,2377100
2017-06-07,1.700000,1.710000,1.700000,1.710000,1.576334,71200
2017-06-08,1.710000,1.730000,1.710000,1.730000,1.594770,4371400
2017-06-09,1.730000,1.730000,1.710000,1.730000,1.594770,599100
2017-06-13,1.730000,1.750000,1.720000,1.750000,1.613207,3347500
2017-06-14,1.750000,1.750000,1.730000,1.750000,1.613207,1528700
2017-06-15,1.750000,1.760000,1.740000,1.750000,1.613207,123900
2017-06-16,1.740000,1.750000,1.720000,1.730000,1.594770,265500
2017-06-19,1.730000,1.750000,1.730000,1.740000,1.603989,176600
2017-06-20,1.750000,1.750000,1.730000,1.730000,1.594770,37000
2017-06-21,1.740000,1.740000,1.720000,1.720000,1.585552,212300
2017-06-22,1.720000,1.730000,1.720000,1.720000,1.585552,271600
2017-06-23,1.720000,1.730000,1.720000,1.720000,1.585552,3232100
2017-06-26,1.720000,1.720000,1.720000,1.720000,1.585552,0
2017-06-27,1.720000,1.720000,1.720000,1.720000,1.585552,0
2017-06-28,1.730000,1.730000,1.720000,1.730000,1.594770,532300
2017-06-29,1.730000,1.740000,1.720000,1.740000,1.603989,2279900
2017-06-30,1.750000,1.780000,1.730000,1.780000,1.640862,4182300
2017-07-03,1.760000,1.760000,1.740000,1.750000,1.613207,209500
2017-07-04,1.760000,1.760000,1.740000,1.750000,1.613207,198100
2017-07-05,1.750000,1.750000,1.730000,1.750000,1.613207,317600
2017-07-06,1.740000,1.740000,1.690000,1.700000,1.567115,2234200
2017-07-07,1.700000,1.710000,1.690000,1.700000,1.567115,1063900
2017-07-10,1.700000,1.710000,1.690000,1.700000,1.567115,1801800
2017-07-11,1.710000,1.710000,1.690000,1.690000,1.557897,332300
2017-07-12,1.700000,1.700000,1.690000,1.700000,1.567115,596200
2017-07-13,1.700000,1.700000,1.690000,1.690000,1.557897,445200
2017-07-14,1.700000,1.700000,1.700000,1.700000,1.567115,742400
2017-07-17,1.700000,1.710000,1.690000,1.700000,1.567115,316600
2017-07-18,1.690000,1.700000,1.690000,1.690000,1.557897,363100
2017-07-19,1.690000,1.700000,1.690000,1.700000,1.567115,217700
2017-07-20,1.700000,1.700000,1.690000,1.690000,1.557897,181400
2017-07-21,1.690000,1.700000,1.690000,1.690000,1.557897,288300
2017-07-24,1.700000,1.700000,1.690000,1.700000,1.567115,1004900
2017-07-25,1.700000,1.710000,1.690000,1.690000,1.557897,772600
2017-07-26,1.690000,1.710000,1.690000,1.710000,1.576334,2993500
2017-07-27,1.700000,1.710000,1.680000,1.690000,1.557897,2909500
2017-07-28,1.690000,1.700000,1.680000,1.680000,1.548679,948400
2017-07-31,1.690000,1.710000,1.680000,1.710000,1.576334,3865200
2017-08-01,1.720000,1.720000,1.690000,1.710000,1.576334,2590700
2017-08-02,1.710000,1.710000,1.700000,1.710000,1.576334,375100
2017-08-03,1.710000,1.710000,1.710000,1.710000,1.576334,920400
2017-08-04,1.720000,1.720000,1.700000,1.710000,1.576334,1160400
2017-08-07,1.710000,1.720000,1.700000,1.720000,1.585552,697000
2017-08-08,1.720000,1.730000,1.720000,1.730000,1.594770,932700
2017-08-09,1.730000,1.730000,1.720000,1.720000,1.585552,295200
2017-08-10,1.730000,1.730000,1.720000,1.730000,1.594770,355300
2017-08-11,1.730000,1.750000,1.720000,1.740000,1.603989,3153600
2017-08-14,1.750000,1.750000,1.740000,1.740000,1.603989,1246500
2017-08-15,1.750000,1.750000,1.740000,1.750000,1.613207,158200
2017-08-16,1.750000,1.750000,1.730000,1.740000,1.603989,651700
2017-08-17,1.740000,1.740000,1.720000,1.730000,1.594770,1209600
2017-08-18,1.730000,1.740000,1.730000,1.740000,1.603989,100700
2017-08-21,1.740000,1.740000,1.730000,1.730000,1.594770,233500
2017-08-22,1.740000,1.740000,1.730000,1.740000,1.603989,290200
2017-08-23,1.750000,1.750000,1.730000,1.740000,1.603989,564900
2017-08-24,1.730000,1.740000,1.700000,1.700000,1.587830,4517600
2017-08-25,1.700000,1.740000,1.690000,1.720000,1.606510,3499200
2017-08-28,1.720000,1.740000,1.720000,1.720000,1.606510,2752200
2017-08-29,1.710000,1.720000,1.710000,1.720000,1.606510,3953300
2017-08-30,1.720000,1.720000,1.700000,1.710000,1.597170,5750600
2017-08-31,1.710000,1.710000,1.710000,1.710000,1.597170,0
2017-09-01,1.710000,1.710000,1.710000,1.710000,1.597170,0
2017-09-04,null,null,null,null,null,null
2017-09-05,1.710000,1.720000,1.710000,1.720000,1.606510,1181800
2017-09-06,1.730000,1.730000,1.710000,1.720000,1.606510,3852100
2017-09-07,1.720000,1.720000,1.710000,1.720000,1.606510,332500
2017-09-08,1.720000,1.720000,1.710000,1.720000,1.606510,138400
2017-09-11,1.720000,1.730000,1.720000,1.720000,1.606510,909800
2017-09-12,1.730000,1.730000,1.720000,1.730000,1.615851,303800
2017-09-13,1.730000,1.730000,1.720000,1.730000,1.615851,870500
2017-09-14,1.730000,1.730000,1.720000,1.730000,1.615851,938100
2017-09-15,1.730000,1.740000,1.720000,1.740000,1.625191,3628500
2017-09-18,1.730000,1.730000,1.720000,1.720000,1.606510,834800
2017-09-19,1.720000,1.740000,1.720000,1.720000,1.606510,2915400
2017-09-20,1.730000,1.730000,1.720000,1.720000,1.606510,47000
2017-09-21,1.720000,1.730000,1.710000,1.720000,1.606510,2645200
2017-09-22,1.720000,1.720000,1.720000,1.720000,1.606510,0
2017-09-25,1.730000,1.730000,1.720000,1.730000,1.615851,6114200
2017-09-26,1.730000,1.730000,1.720000,1.720000,1.606510,2028900
2017-09-27,1.720000,1.740000,1.720000,1.740000,1.625191,2976000
2017-09-28,1.740000,1.740000,1.710000,1.720000,1.606510,1035200
2017-09-29,1.720000,1.730000,1.710000,1.720000,1.606510,1383200
2017-10-02,1.720000,1.740000,1.710000,1.730000,1.615851,3567200
2017-10-03,1.730000,1.750000,1.720000,1.720000,1.606510,3072600
2017-10-04,1.720000,1.730000,1.720000,1.720000,1.606510,3304600
2017-10-05,1.730000,1.740000,1.730000,1.730000,1.615851,925000
2017-10-06,1.740000,1.740000,1.730000,1.740000,1.625191,218300
2017-10-09,1.730000,1.740000,1.730000,1.730000,1.615851,3289200
2017-10-10,1.730000,1.740000,1.720000,1.730000,1.615851,243400
2017-10-11,1.730000,1.750000,1.720000,1.740000,1.625191,2899800
2017-10-12,1.730000,1.740000,1.720000,1.720000,1.606510,1492900
2017-10-13,1.730000,1.730000,1.720000,1.720000,1.606510,124100
2017-10-16,1.720000,1.740000,1.710000,1.720000,1.606510,1948200
2017-10-17,1.720000,1.720000,1.710000,1.710000,1.597170,4293700
2017-10-18,1.710000,1.710000,1.710000,1.710000,1.597170,0
2017-10-19,1.720000,1.720000,1.710000,1.720000,1.606510,3693800
2017-10-20,1.720000,1.720000,1.700000,1.710000,1.597170,6904100
2017-10-23,1.710000,1.730000,1.710000,1.710000,1.597170,3597600
2017-10-24,1.720000,1.730000,1.720000,1.730000,1.615851,692200
2017-10-25,1.720000,1.730000,1.710000,1.720000,1.606510,3148800
2017-10-26,1.720000,1.730000,1.720000,1.730000,1.615851,128500
2017-10-27,1.730000,1.740000,1.730000,1.740000,1.625191,3395000
2017-10-30,1.740000,1.740000,1.720000,1.730000,1.615851,1229100
2017-10-31,1.740000,1.740000,1.720000,1.720000,1.606510,4088000
2017-11-01,1.740000,1.740000,1.720000,1.730000,1.615851,5017000
2017-11-02,1.740000,1.740000,1.720000,1.720000,1.606510,3693600
2017-11-03,1.720000,1.730000,1.720000,1.720000,1.606510,2623600
2017-11-06,1.730000,1.730000,1.710000,1.720000,1.606510,782800
2017-11-07,1.720000,1.720000,1.700000,1.710000,1.597170,6291300
2017-11-08,1.710000,1.710000,1.690000,1.710000,1.597170,5041000
2017-11-09,1.710000,1.710000,1.690000,1.700000,1.587830,2588000
2017-11-10,1.700000,1.710000,1.690000,1.690000,1.578490,2275300
2017-11-13,1.680000,1.680000,1.670000,1.680000,1.594338,6433400
2017-11-14,1.690000,1.710000,1.680000,1.690000,1.603829,2142300
2017-11-15,1.690000,1.700000,1.660000,1.660000,1.575358,1526200
2017-11-16,1.670000,1.670000,1.650000,1.670000,1.584848,3114300
2017-11-17,1.670000,1.680000,1.670000,1.670000,1.584848,496700
2017-11-20,1.670000,1.700000,1.670000,1.690000,1.603829,1250300
2017-11-21,1.700000,1.700000,1.680000,1.690000,1.603829,469400
2017-11-22,1.690000,1.700000,1.680000,1.690000,1.603829,1514700
2017-11-23,1.690000,1.690000,1.670000,1.680000,1.594338,2582700
2017-11-24,1.680000,1.690000,1.660000,1.680000,1.594338,1795800
2017-11-27,1.680000,1.690000,1.670000,1.680000,1.594338,1967600
2017-11-28,1.680000,1.690000,1.670000,1.670000,1.584848,234800
2017-11-29,1.680000,1.690000,1.670000,1.680000,1.594338,245200
2017-11-30,1.680000,1.680000,1.670000,1.680000,1.594338,1470500
2017-12-01,1.680000,1.680000,1.680000,1.680000,1.594338,0
2017-12-04,1.680000,1.680000,1.670000,1.680000,1.594338,549400
2017-12-05,1.680000,1.680000,1.670000,1.670000,1.584848,3071100
2017-12-06,1.670000,1.670000,1.640000,1.650000,1.565868,1059700
2017-12-07,1.660000,1.670000,1.660000,1.670000,1.584848,1776600
2017-12-08,1.670000,1.680000,1.660000,1.670000,1.584848,353900
2017-12-11,1.670000,1.690000,1.670000,1.690000,1.603829,386200
2017-12-12,1.680000,1.700000,1.680000,1.690000,1.603829,2046000
2017-12-13,1.680000,1.690000,1.680000,1.690000,1.603829,280000
2017-12-14,1.690000,1.690000,1.680000,1.690000,1.603829,640100
2017-12-15,1.690000,1.720000,1.680000,1.700000,1.613319,2087300
2017-12-18,1.700000,1.710000,1.690000,1.700000,1.613319,633000
2017-12-19,1.700000,1.720000,1.700000,1.720000,1.632299,2996400
2017-12-20,1.710000,1.710000,1.660000,1.680000,1.594338,2104800
2017-12-21,1.680000,1.700000,1.670000,1.680000,1.594338,1846500
2017-12-22,1.700000,1.730000,1.700000,1.720000,1.632299,590100
2017-12-25,1.720000,1.720000,1.720000,1.720000,1.632299,0
2017-12-26,1.720000,1.720000,1.710000,1.710000,1.622809,52100
2017-12-27,1.720000,1.720000,1.700000,1.700000,1.613319,1423200
2017-12-28,1.710000,1.720000,1.700000,1.710000,1.622809,1484100
2017-12-29,1.710000,1.900000,1.700000,1.900000,1.803121,5999100
2018-01-02,1.730000,1.750000,1.700000,1.700000,1.613319,1133300
2018-01-03,1.710000,1.720000,1.700000,1.710000,1.622809,917400
2018-01-04,1.710000,1.730000,1.710000,1.730000,1.641789,467400
2018-01-05,1.730000,1.750000,1.700000,1.740000,1.651279,567600
2018-01-08,1.710000,1.740000,1.710000,1.740000,1.651279,523700
2018-01-09,1.740000,1.740000,1.720000,1.740000,1.651279,146900
2018-01-10,1.720000,1.740000,1.720000,1.720000,1.632299,965300
2018-01-11,1.720000,1.740000,1.700000,1.720000,1.632299,4142100
2018-01-12,1.720000,1.730000,1.710000,1.720000,1.632299,2263500
2018-01-15,1.720000,1.730000,1.710000,1.720000,1.632299,1108400
2018-01-16,1.720000,1.730000,1.720000,1.730000,1.641789,376000
2018-01-17,1.730000,1.740000,1.720000,1.730000,1.641789,3567100
2018-01-18,1.740000,1.740000,1.720000,1.720000,1.632299,334600
2018-01-19,1.720000,1.720000,1.690000,1.700000,1.613319,4495500
2018-01-22,1.710000,1.730000,1.700000,1.730000,1.641789,1426200
2018-01-23,1.720000,1.730000,1.720000,1.720000,1.632299,783500
2018-01-24,1.730000,1.730000,1.720000,1.720000,1.632299,1352900
2018-01-25,1.720000,1.740000,1.710000,1.740000,1.651279,3823800
2018-01-26,1.720000,1.730000,1.720000,1.730000,1.641789,151600
2018-01-29,1.730000,1.730000,1.710000,1.730000,1.641789,122500
2018-01-30,1.730000,1.730000,1.700000,1.730000,1.641789,978000
2018-02-02,1.730000,1.730000,1.700000,1.720000,1.632299,3783300
2018-02-05,1.710000,1.720000,1.700000,1.710000,1.622809,265100
2018-02-06,1.710000,1.730000,1.700000,1.720000,1.632299,7593900
2018-02-07,1.720000,1.730000,1.700000,1.720000,1.632299,1821600
2018-02-08,1.720000,1.730000,1.710000,1.720000,1.632299,3477900
2018-02-09,1.720000,1.720000,1.670000,1.690000,1.603829,2885200
2018-02-12,1.690000,1.740000,1.690000,1.730000,1.641789,1711800
